sector id,sector name,industry group id,industry group name,industry id,industry name,subindustry id,subindustry name,description
45.0,Information Technology,4510.0,Software & Services,451020.0,IT Services,45102020.0,Data Processing & Outsourced Services,Providers of commercial electronic data processing and/or business process outsourcing services.  Includes companies that provide services for back-office automation.
45.0,Information Technology,4510.0,Software & Services,451030.0,Software,45103010.0,Application Software,Companies engaged in developing and producing software designed for specialized applications for the business or consumer market. Includes enterprise and technical software. Excludes companies classified in the Home Entertainment Software Sub-Industry. Also excludes companies producing systems or database management software classified in the Systems Software Sub-Industry.
45.0,Information Technology,4510.0,Software & Services,451030.0,Software,45103020.0,Systems Software,Companies engaged in developing and producing systems and database management software.
45.0,Information Technology,4510.0,Software & Services,451030.0,Software,45103030.0,Home Entertainment Software,Manufacturers of home entertainment software and educational software used primarily in the home.
45.0,Information Technology,4520.0,Technology Hardware & Equipment,452010.0,Communications Equipment,45201020.0,Communications Equipment,"Manufacturers of communication equipment and products, including LANs, WANs, routers, telephones, switchboards and exchanges. Excludes cellular phone manufacturers classified in the Technology Hardware, Storage & Peripherals Sub-Industry."
45.0,Information Technology,4520.0,Technology Hardware & Equipment,452020.0,"Technology Hardware, Storage & Peripherals",45202030.0,"Technology Hardware, Storage & Peripherals","Manufacturers of cellular phones, personal computers, servers, electronic computer components and peripherals. Includes data storage components, motherboards, audio and video cards, monitors, keyboards, printers, and other peripherals. Excludes semiconductors classified in the Semiconductors Sub-Industry."
45.0,Information Technology,4520.0,Technology Hardware & Equipment,452030.0,"Electronic Equipment, Instruments & Components",45203010.0,Electronic Equipment & Instruments,"Manufacturers of electronic equipment and instruments including analytical, electronic test and measurement instruments, scanner/barcode products, lasers, display screens, point-of-sales machines, and security system equipment."
45.0,Information Technology,4520.0,Technology Hardware & Equipment,452030.0,"Electronic Equipment, Instruments & Components",45203015.0,Electronic Components,"Manufacturers of electronic components. Includes electronic components, connection devices, electron tubes, electronic capacitors and resistors, electronic coil, printed circuit board, transformer and other inductors, signal processing technology/components."
45.0,Information Technology,4520.0,Technology Hardware & Equipment,452030.0,"Electronic Equipment, Instruments & Components",45203020.0,Electronic Manufacturing Services,Producers of electronic equipment mainly for the OEM (Original Equipment Manufacturers) markets.
45.0,Information Technology,4520.0,Technology Hardware & Equipment,452030.0,"Electronic Equipment, Instruments & Components",45203030.0,Technology Distributors,"Distributors of technology hardware and equipment. Includes distributors of communications equipment, computers & peripherals, semiconductors, and electronic equipment and components."
45.0,Information Technology,4530.0,Semiconductors & Semiconductor Equipment,453010.0,Semiconductors & Semiconductor Equipment,45301010.0,Semiconductor Equipment,"Manufacturers of semiconductor equipment, including manufacturers of the raw material and equipment used in the solar power industry."
45.0,Information Technology,4530.0,Semiconductors & Semiconductor Equipment,453010.0,Semiconductors & Semiconductor Equipment,45301020.0,Semiconductors,"Manufacturers of semiconductors and related products, including manufacturers of solar modules and cells."
50.0,Telecommunication Services,5010.0,Telecommunication Services,501010.0,Diversified Telecommunication Services,50101010.0,Alternative Carriers,Providers of communications and high-density data transmission services primarily through a high bandwidth/fiber-optic cable network.
50.0,Telecommunication Services,5010.0,Telecommunication Services,501010.0,Diversified Telecommunication Services,50101020.0,Integrated Telecommunication Services,Operators of primarily fixed-line telecommunications networks and companies providing both wireless and fixed-line telecommunications services not classified elsewhere.
50.0,Telecommunication Services,5010.0,Telecommunication Services,501020.0,Wireless Telecommunication Services,50102010.0,Wireless Telecommunication Services,"Providers of primarily cellular or wireless telecommunication services, including paging services."
55.0,Utilities,5510.0,Utilities,551010.0,Electric Utilities,55101010.0,Electric Utilities,Companies that produce or distribute electricity. Includes both nuclear and non-nuclear facilities.
55.0,Utilities,5510.0,Utilities,551020.0,Gas Utilities,55102010.0,Gas Utilities,Companies whose main charter is to distribute and transmit natural and manufactured gas. Excludes companies primarily involved in gas exploration or production classified in the Oil & Gas Exploration & Production Sub-Industry.   Also excludes diversified midstream natural gas companies classified in the Oil & Gas Storage & Transportation Sub-Industry.
55.0,Utilities,5510.0,Utilities,551030.0,Multi-Utilities,55103010.0,Multi-Utilities,"Utility companies with significantly diversified activities in addition to core Electric Utility, Gas Utility and/or Water Utility operations."
55.0,Utilities,5510.0,Utilities,551040.0,Water Utilities,55104010.0,Water Utilities,Companies that purchase and redistribute water to the end-consumer. Includes large-scale water treatment systems.
55.0,Utilities,5510.0,Utilities,551050.0,Independent Power and Renewable Electricity Producers,55105010.0,Independent Power Producers & Energy Traders,"Companies that operate as Independent Power Producers (IPPs), Gas & Power Marketing & Trading Specialists and/or Integrated Energy Merchants. Excludes producers of electricity using renewable sources, such as solar power, hydropower, and wind power. Also excludes electric transmission companies and utility distribution companies classified in the Electric Utilities Sub-Industry."
55.0,Utilities,5510.0,Utilities,551050.0,Independent Power and Renewable Electricity Producers,55105020.0,Renewable Electricity,"Companies that engage in the generation and distribution of electricity using renewable sources, including, but not limited to, companies that produce electricity using biomass, geothermal energy, solar energy, hydropower, and wind power. Excludes companies manufacturing capital equipment used to generate electricity using renewable sources, such as manufacturers of solar power systems, installers of photovoltaic cells,  and companies involved in the provision of technology, components, and services mainly to this market."
60.0,Real Estate,6010.0,Real Estate,601010.0,"Equity Real Estate 
Investment Trusts 
(REITs)",60101010.0,Diversified REITs,A company or Trust with significantly diversified operations across two or more property types.
60.0,Real Estate,6010.0,Real Estate,601010.0,"Equity Real Estate 
Investment Trusts 
(REITs)",60101020.0,Industrial REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of industrial properties. Includes companies operating industrial warehouses and distribution properties."
60.0,Real Estate,6010.0,Real Estate,601010.0,"Equity Real Estate 
Investment Trusts 
(REITs)",60101030.0,Hotel & Resort REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of hotel and resort properties."
60.0,Real Estate,6010.0,Real Estate,601010.0,"Equity Real Estate 
Investment Trusts 
(REITs)",60101040.0,Office REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of office properties."
60.0,Real Estate,6010.0,Real Estate,601010.0,"Equity Real Estate 
Investment Trusts 
(REITs)",60101050.0,Health Care REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of properties serving the health care industry, including hospitals, nursing homes, and assisted living properties."
60.0,Real Estate,6010.0,Real Estate,601010.0,"Equity Real Estate 
Investment Trusts 
(REITs)",60101060.0,Residential REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of residential properties including multifamily homes, apartments, manufactured homes and student housing properties"
60.0,Real Estate,6010.0,Real Estate,601010.0,"Equity Real Estate 
Investment Trusts 
(REITs)",60101070.0,Retail REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of shopping malls, outlet malls, neighborhood and community shopping centers."
60.0,Real Estate,6010.0,Real Estate,601010.0,"Equity Real Estate 
Investment Trusts 
(REITs)",60101080.0,Specialized REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of properties not classified elsewhere. Includes trusts that operate and invest in storage properties. It also includes REITs that do not generate a majority of their revenues and income from real estate rental and leasing operations."
60.0,Real Estate,6010.0,Real Estate,601020.0,Real Estate Management & Development,60102010.0,Diversified Real Estate Activities,"Companies engaged in a diverse spectrum of real estate activities including real estate development & sales, real estate management, or real estate services, but with no dominant business line."
60.0,Real Estate,6010.0,Real Estate,601020.0,Real Estate Management & Development,60102020.0,Real Estate Operating Companies,Companies engaged in operating real estate properties for the purpose of leasing & management.
60.0,Real Estate,6010.0,Real Estate,601020.0,Real Estate Management & Development,60102030.0,Real Estate Development,Companies that develop real estate and sell the properties after development. Excludes companies classified in the Homebuilding Sub-Industry.
60.0,Real Estate,6010.0,Real Estate,601020.0,Real Estate Management & Development,60102040.0,Real Estate Services,"Real estate service providers such as real estate agents, brokers & real estate appraisers."
